bodr;Bodr
b_ridada;Ridada
b_katheodl;Katheodl
b_totiel;Totiel
b_lohemor;Lohemor
b_wopinus;Wopinus
b_tihada;Tihada
b_rihey;Rihey
sitada;Sitada
b_kudinus;Kudinus
b_riky;Ri-Ky
b_teopey;Teopey
b_kariel;Kariel
b_ropipp;Ropipp
b_atheocob;Atheocob
b_solviq;Solvi Q
b_kudd;Kudd
acotoedl;Acotoedl
b_qopal;Qopal
b_ateopey;Ateopey
b_weomor;Weomor
b_kidius;Kidius
b_tesidal;Tesidal
b_eroliel;Eroliel
b_ajohemor;Ajohemor
b_deopey;Deopey
sohada;Sohada
nihiel;Nihiel
budik;Budik
dudma;Dudma
kudre;Kudre
budt;Budt
sudra;Sudra
rudik;Rudik
dold;Dold
tahd;Tahd
batr;Batr
repr;Repr
narr;Narr
ratr;Ratr
kopr;Kopr
ruld;Ruld
nahr;Nahr
rudi;Rudçi
satd;Satd
qudri;Qudri
nepd;Nepd
rold;Rold
kopd;Kopd
qepd;Qepd
waroris;Waroris
refiid;Refiid
refiid_DESC;All praise the almighty Aly!
aly;Aly
alurka;Alurka
qiruneg;Qiruneg
enyyan;Enyyan
birina;Birina
tos;Tos
luzz;Luzz
kos;Kos
wyt;Wyt
ryz;Ryz
esina;Esina
adobz;Adobz
duaz;Duaz
raza;Raza
nuzz;Nuzz
dazt;Dazt
rosay;Rosay
rir;Rir
wuloris;Wuloris
b_esoporis;Esoporis
b_etareed;Etareed
b_bahadir;Bahadir
b_tuliid;Tuliid
b_ramaka;Ramaka
b_rateed;Rateed
b_kudze;Kudze
b_duliid;Duliid
nitnow;Nitnow
b_bulild;Bulild
b_rudaka;Rudaka
b_woler;Woler
b_keliid;Keliid
b_afateed;Afateed
b_barild;Barild
b_reberqid;Reber-Qid
b_ebafu;Ebafu
batoris;Batoris
b_telreldad;Telr-Eld Ad
b_repaila;Repaila
b_eblalwo;Eblalwo
b_delsidamsi;Delsi-Damsi
b_roleed;Roleed
b_ramafu;Ramafu
b_rarer;Rarer
b_wahoris;Wahoris
qahild;Qahild
b_ratoris;Ratoris
b_raraka;Raraka
b_dahaka;Dahaçka
b_tahoris;Tahoris
b_reloris;Reloris
b_nuler;Nuler
b_tepild;Tepild
b_alarufia;Alarufia
lebayar;Lebayar
b_nahayar;Nahayar
b_beepadir;Bešepadir
b_qolaka;Qolaka
b_damiinow;Damiinow
b_qoler;Qoler
b_tepeed;Tepeed
b_ratild;Ratild
b_bitnow;Bitnow
erahdela;Erahd-Ela
b_wopiid;Wopiid
b_ratissa;Ratissa
b_kahdae;Kahd-Ae
b_toloris;Toloris
b_befafu;Befafu
b_kamadir;Kamadir
b_koldod;Kold-Od
b_apulufia;Apulufia
nuliid;Nuliid
b_ebiid;Ebiid
b_budiid;Budiid
b_eblaila;Eblaila
b_qefolissa;Qefolissa
b_kedafu;Kedafu
b_eepild;Ešepild
b_adoris;Adoris
b_aludsiteler;Aludsi-Teler
qatoris;Qatoris
b_batadir;Batadir
b_tudalwo;Tudalwo
b_kamidhin;Kamidhin
b_qoliid;Qoliid
b_defafu;Defafu
b_rebadir;Rebadir
b_tudaka;Tudaçka
b_koloris;Koloris
wopaila;Wopaila
b_rebayar;Rebayar
b_katufia;Katufia
b_tamissa;Tamissa
b_waradir;Waradir
b_duldod;Duld-Od
b_nelayar;Nelayar
b_aepaila;Ašepaila
b_tebidhin;Tebidhin
wuladir;Wuladir
b_aqulaila;Aqulaila
b_qahufia;Qahufia
b_anudded;Anudd-Ed
b_teper;Teper
b_dudiid;Dudiid
b_eleesi;Eleesi
b_relafu;Relafu
b_rahild;Rahild
lahafu;Lahafu
b_abaroris;Abaroris
b_sareesi;Sareesi
b_duleed;Duleed
b_avahoris;Avahoris
b_ruleed;Ruleed
b_repeed;Repeed
b_sahaka;Sahaka
b_kulalwo;Kulalwo
wepiid;Wepiid
b_kareesi;Kareesi
b_boliid;Boliid
b_relalwo;Relalwo
b_natayar;Natayar
b_weper;Weper
b_kuldamer;Kuld-Amer
b_welalwo;Welalwo
b_rulaka;Rulaka
qepissa;Qepissa
b_wolaka;Wolaçka
b_lulafu;Lulafu
b_quler;Quler
b_sudissa;Sudissa
b_remdalrabl;Remd-Alr Abl
b_namidhin;Namidhin
b_kaka;Kaka
b_quladir;Quladir
bebalwo;Bebalwo
b_rolaila;Rolaila
b_dolild;Dolild
b_litaka;Litaka
b_baepaka;Bašepaka
b_lefaka;Lefaka
b_diter;Diter
b_repufia;Repufia
b_warufia;Warufia
alartin;Alartin
b_kelalwo;Kelalwo
b_rudalwo;Rudalwo
b_saher;Saher
b_telaila;Telaila
b_tulissa;Tulissa
b_reliid;Reliid
b_evahoris;Evahoris
b_tahafu;Tahafu
welafu;Welafu
b_roper;Roper
b_tulayar;Tulayar
b_tuddared;Tudd-Ar Ed
b_abissa;Abissa
b_kepdod;Kepd-Od
b_tudeed;Tudeed
b_rulissa;Rulissa
b_kepafu;Kepafu
wudeesi;Wudeesi
b_waraila;Waraila
b_nudoris;Nudoris
b_tahiid;Tahiid
b_lahaka;Lahaka
b_kaher;Kaher
b_lelalwo;Lelalwo
b_depayar;Depayar
b_ruliid;Ruliid
tamidhin;Tamidhin
b_neyger;Neyger
b_topufia;Topufia
b_rudissa;Rudissa
b_deladir;Deladir
b_relissa;Relissa
b_biinow;Biinow
b_safu;Safu
b_awulaka;Awulaçka
deliinow;Deliinow
b_rahissa;Rahissa
b_lopadir;Lopadir
b_keloris;Keloris
b_nulafu;Nulafu
b_daka;Daka
b_bolafu;Bolafu
b_nedaka;Nedaçka
b_reyger;Reyger
siid;Siid
b_qolufia;Qolufia
b_topalwo;Topalwo
b_bataila;Bataila
b_dolissa;Dolissa
b_neesi;Neesi
b_doloris;Doloris
b_qebayar;Qebayar
b_teporis;Teporis
aepaka;Ašepaka
b_webufia;Webufia
b_edoris;Edoris
b_batdasi;Batd-Asi
b_awelerrebr;Aweler-Rebr
b_qatafu;Qatafu
b_qopeesi;Qopeesi
b_lamoris;Lamoris
b_damafu;Damafu
teygild;Teygild
b_kamiinow;Kamiinow
b_tebafu;Tebafu
b_luler;Luler
b_bepeed;Bepeed
b_akulaka;Akulaçka
b_delerrefr;Deler-Refr
b_namaka;Namaçka
b_kahafu;Kahafu
lelayar;Lelayar
b_kemlakopd;Kemla-Kopd
b_semidhin;Semidhin
b_budissa;Budissa
b_baheesi;Baheesi
b_batiid;Batiid
b_raroris;Raroris
b_duler;Duler
b_ebarissa;Ebarissa
larudfu;La-Rudfu
b_ramderer;Ramd-Er Er
b_soper;Soper
b_wahufia;Wahufia
b_rufia;Rufia
b_avahaila;Avahaila
b_telafu;Telafu
b_selaka;Selaçka
b_tefeed;Tefeed
nataka;Nataçka
b_tuler;Tuler
b_roliid;Roliid
b_asopalwo;Asopalwo
b_dulaka;Dulaçka
b_soporis;Soporis
b_reporis;Reporis
b_nuloris;Nuloris
taher;Taher
b_lahild;Lahild
b_buliid;Buliid
b_suliid;Suliid
b_lelartin;Lelartin
b_sulufia;Sulufia
b_lolild;Lolild
b_barissa;Barissa
b_daheed;Daheed
baher;Baher
b_deper;Deper
b_bepayar;Bepayar
b_nataila;Nataila
b_tulaila;Tulaila
b_topeed;Topeed
b_wuleed;Wuleed
b_datded;Datd-Ed
b_teleed;Teleed
waher;Waher
b_kahoris;Kahoris
b_titer;Titer
b_asoporis;Asoporis
b_kolild;Kolild
b_naraila;Naraila
b_efolild;Efolild
b_leldedalr;Leld-Ed Alr
b_bamartin;Bamartin
b_namild;Namild
b_abelartin;Abelartin
b_apuler;Apuler
b_selidhin;Selidhin
b_koler;Koler
b_kudaila;Kudaila
b_loloris;Loloris
b_tapuler;Tapuler
kepissa;Kepissa
b_bamayar;Bamayar
b_sepayar;Sepayar
b_kefeed;Kefeed
b_kelufia;Kelufia
b_wudaila;Wudaila
b_larild;Larild
b_relaka;Relaçka
b_nahild;Nahild
b_woliid;Woliid
b_wepaka;Wepaka
b_esopayar;Esopayar
b_qaradir;Qaradir
b_witafu;Witafu
b_bareed;Bareed
b_rudfutelr;Rudfu-Telr
b_kevahissa;Kevahissa
wareed;Wareed
b_qepeed;Qepeed
b_rulalwo;Rulalwo
b_aeper;Ašeper
b_kepaka;Kepaçka
b_rudild;Rudild
b_nepufia;Nepufia
b_dulissa;Dulissa
b_bopiid;Bopiid
kelaka;Kelaçka
b_qepiid;Qepiid
b_waheesi;Waheesi
b_ropeesi;Ropeesi
b_lefer;Lefer
b_telissa;Telissa
b_karadir;Karadir
b_selaila;Selaila
b_qalwo;Qalwo
nevahaila;Nevahaila
b_emadir;Emadir
b_sepeesi;Sepeesi
b_sahiid;Sahiid
b_soliid;Soliid
b_repeesi;Repeesi
b_kamufia;Kamufia
b_neliid;Neliid
lopeed;Lopeed
b_latder;Latd-Er
b_rolaka;Rolaçka
b_apulissa;Apulissa
b_qeper;Qeper
b_tatissa;Tatissa
b_emidhin;Emidhin
b_aqaher;Aqaher
b_eblissa;Eblissa
rahayar;Rahayar
b_apulayar;Apulayar
b_nitafu;Nitafu
b_nebiinow;Nebiinow
b_asopaka;Asopaçka
b_rolufia;Rolufia
b_reesi;Reesi
b_bepaka;Bepaka
b_tepissa;Tepissa
eramred;Eramr-Ed
band;Band
lud;Lud
tahr;Tahr
bebud;Bebud
rikr;Rikr
rud;Rud
nud;Nud
tud;Tud
welr;Welr
arr;Arr
ewild;Ewild
aganr;Aganr
ajohd;Ajohd
napd;Napd
qand;Qand
alaud;Alaud
qegh;Qegh
lalh;Lalh
teud;Teud
eri;Eri
wine;Wine
wedwig;Wedwig
baner;Baner
tusemor;Tusemor
raurre;Raurre
wusiel;Wusiel
amaginus;Amaginus
danor;Danor
qonl;Qonl
qane;Qane
besl;Besl
keg;Keg
regr;Regr
kege;Kege
kion;Kion
waul;Waul
edrer;Edrer
kand;Kand
ban;Bæan
begedwig;Begedwig
b_rewin;Rewin
b_luland;Luland
b_taureid;Taureid
b_ewalewin;Ewalewin
b_seucina;Seucina
b_besayar;Besayar
b_keuci;Keucið
b_rigivkah;Rigivkah
kiosaka;Kiosaka
b_raipand;Raipand
b_tarudha;Tarudha
b_awaline;Awaline
b_biyah;Biyah
b_tarand;Tarand
b_neucina;Neucina
b_erand;Erand
b_digudha;Digudha
tophia;Tophia
b_egewin;Egewin
b_qaleike;Qaleike
b_wigancis;Wigancis
b_agiyah;Agiyah
b_afuleid;Afuleid
b_turhihnurr;Turh-Ihnurr
b_tegedwig;Tegedwig
b_rauraka;Rauraka
raoyh;Raoyh
b_bigancis;Bigancis
b_nagi;Nagið
b_wesupo;Wesupo
b_qaown;Qaown
b_quliyah;Quliyah
b_waond;Waond
b_nauraka;Nauraka
b_luli;Lulið
kaipine;Kaipine
b_ruleid;Ruleid
b_waleid;Waleid
b_eduraka;Eduraka
b_egancis;Egancis
b_rueland;Rueland
b_lagand;Lagand
b_kuleike;Kuleike
b_edrudha;Edrudha
daond;Daond
b_larand;Larand
b_talrad;Talr-Ad
b_lulaka;Lulaka
b_dagi;Dagið
b_lalhar;Lalh-Ar
b_kiosudha;Kiosudha
b_baleid;Baleid
b_taon;Taon
ruliyah;Ruliyah
b_wiosri;Wiosr-I
b_taoyr;Taoyr
b_sina;Sina
b_dari;Darið
b_reike;Reike
b_nurewin;Nurewin
b_nesand;Nesand
b_buleid;Buleid
waudduld;Waud-Duld
b_nurudha;Nurudha
b_sagarda;Sagarda
b_elaurupo;Elaurupo
b_naurina;Naurina
b_egueland;Egueland
b_resdadre;Resd-Adre
b_asagupo;Asagupo
b_rarda;Rarda
weuceid;Weuceid
b_kaurina;Kaurina
b_tigudha;Tigudha
b_qegancis;Qegancis
b_rulina;Rulina
b_edrine;Edrine
b_leucaka;Leucaka
b_lureike;Lureike
b_kurancis;Kurancis
wari;Warið
b_elaurina;Elaurina
b_egesiyah;Egesiyah
b_alaureid;Alaureid
b_akarina;Akarina
b_qigand;Qigand
b_adiosina;Adiosina
b_rurudha;Rurudha
b_emagaka;Emagaka
ajaipaka;Ajaipaka
b_saludha;Saludha
b_bigupo;Bigupo
b_ligine;Ligine
b_nurancis;Nurancis
b_rauri;Raurið
b_lalaka;Lalaka
b_wuli;Wulið
b_kaureid;Kaureid
kusina;Kusina
b_raipaka;Raipaka
b_agancis;Agancis
b_tuland;Tuland
b_kaurand;Kaurand
b_buland;Buland
b_reuci;Reucið
b_ekari;Ekarið
b_efulaka;Efulaka
rurancis;Rurancis
b_waludha;Waludha
b_kaown;Kaown
b_keucand;Keucand
b_laipeid;Laipeid
b_ragand;Ragand
b_elauri;Elaurið
b_qusewin;Qusewin
b_tiosand;Tiosand
b_raka;Raka
b_tulina;Tulina
b_kurewin;Kurewin
b_legedwig;Legedwig
b_ekararda;Ekararda
b_tesalruh;Tesalr-Uh
b_qurophia;Qurophia
b_qesayar;Qesayar
raodlegr;Raod-Legr
b_nagewin;Nagewin
b_asaland;Asaland
b_naliyah;Naliyah
b_tegupo;Tegupo
b_ejaipeid;Ejaipeid
b_qawali;Qawalið
b_aleucand;Aleucand
b_tesiyah;Tesiyah
tegeid;Tegeid
b_emageid;Emageid
b_egedwig;Egedwig
b_ageike;Ageike
b_tiyah;Tiyah
b_quelupo;Quelupo
b_negderr;Negd-'err
b_tulewin;Tulewin
b_elaurand;Elaurand
waodha;Waodha
b_saline;Saline
b_waline;Waline
b_nuraka;Nuraka
b_taurand;Taurand
b_newin;Newin
b_kaurupo;Kaurupo
b_tivkah;Tivkah
b_dulayar;Dulayar
nuli;Nulið
b_tuludha;Tuludha
b_qine;Qine
b_rageike;Rageike
b_lagaond;Lagaond
b_saurine;Saurine
b_qaipine;Qaipine
b_rari;Rarið
b_walewin;Walewin
kularda;Kularda
sigivkah;Sigivkah
reta;Reta
talh;Talh
leth;Leth
sala;Sala
saga;Saga
na;Na
syare;Syare
kare;Kare
tyare;Tyare
bahre;Bahre
sare;Sare
nyoka;Nyoka
lahka;Lahka
rahka;Rahka
sahka;Sahka
adoka;Adoka
kyare;Kyare
kahka;Kahka
qarha;Qarha
woka;Woka
dyoka;Dyoka
tarn;Tarn
kabn;Kabn
wagn;Wagn
sya;Sya
qya;Qya
tyoka;Tyoka
arosutan;Arosutan
tetamma;Tetamma
dura;Dura
qoyka;Qoyka
beren;Beren
enara;Enara
nanenka;Nanenka
takt;Takt
wanka;Wanka
qanay;Qanay
atay;Atay
bana;Bana
etyan;Etyan
nana;Nana
katay;Katay
qatay;Qatay
ratpa;Ratpa
sur;Sur
sabaham;Sabaham
b_erabinan;Erabinan
b_kosimii;Kosimii
b_kalopti;Kalopti
b_saloka;Saloka
b_betinan;Betinan
b_rueloka;Rueloka
b_laboka;Laboka
b_tutidyan;Tutidyan
nedarerahka;Nedare-Rahka
b_esahiamii;Esahiamii
b_sayimma;Sayimma
b_katyan;Katyan
b_waurare;Waurare
b_asuraham;Asuraham
b_nosoka;Nosoka
b_ekahiapti;Ekahiapti
b_tutan;Tutan
talecnen;Talecn-En
b_qurinan;Qurinan
b_asatan;Asatan
b_detaham;Detaham
b_nuenedare;Nuen-Edare
b_ewagan;Ewagan
b_raloka;Raloka
b_ratare;Ratare
b_eguelare;Eguelare
syokatyare;Syoka-Tyare
b_rogul;Rogul
b_tyayapti;Tyayapti
b_losamma;Losamma
b_sueloka;Sueloka
b_bauroka;Bauroka
b_awyokanahka;Awyoka-Nahka
b_decnuen;Decn-Uen
b_rosan;Rosan
dabopti;Dabopti
b_kecopti;Kecopti
b_rayilen;Rayilen
b_rozinan;Rozinan
b_latopti;Latopti
b_alaurare;Alaurare
b_lauran;Lauran
b_qahkakahka;Qahka-Kahka
b_dozinan;Dozinan
ebhavham;Ebhavham
b_saipare;Saipare
b_naipoka;Naipoka
b_erayipti;Erayipti
b_dabamma;Dabamma
b_rosaham;Rosaham
b_taboka;Taboka
b_nosamma;Nosamma
b_rozopti;Rozopti
afabyan;Afabyan
b_kauroka;Kauroka
b_kaipan;Kaipan
b_ravham;Ravham
b_kyayapti;Kyayapti
b_dozutan;Dozutan
b_ejaipoka;Ejaipoka
b_amagopti;Amagopti
b_rahiamii;Rahiamii
roka;Roka
b_ectilen;Ectilen
b_adosimii;Adosimii
b_bosopti;Bosopti
b_kahiatan;Kahiatan
b_kosyan;Kosyan
b_lalogul;Lalogul
b_amagilen;Amagilen
qaramma;Qaramma
b_sarnyoka;Sarn-Yoka
b_ectopti;Ectopti
b_rarilen;Rarilen
b_watare;Watare
b_kagyan;Kagyan
b_recaham;Recaham
b_kalare;Kalare
b_tozaham;Tozaham
setinan;Setinan
b_wecutan;Wecutan
b_raboka;Raboka
b_tyayamma;Tyayamma
b_wavtan;Wavtan
b_tecilen;Tecilen
b_ryayaan;Ryayaan
b_rayipti;Rayipti
b_qaipoka;Qaipoka
savmii;Savmii
b_dahiacik;Dahiacik
b_layigul;Layigul
b_dagamma;Dagamma
b_ebozimii;Ebozimii
b_erosopti;Erosopti
b_rayigul;Rayigul
b_nosan;Nosan
b_daipoka;Daipoka
sewnis;Sewnis
b_secyan;Secyan
b_nyayapti;Nyayapti
b_becoka;Becoka
b_qaboka;Qaboka
b_retare;Retare
b_etahiaham;Etahiaham
b_wavoka;Wavoka
b_kutidoka;Kutidoka
watilen;Watilen
b_recacik;Recacik
b_enan;Enan
b_kuroka;Kuroka
b_werosan;Werosan
b_decoka;Decoka
b_kavmii;Kavmii
b_satare;Satare
b_ralilen;Ralilen
talogul;Talogul
b_katoka;Katoka
b_kosoka;Kosoka
b_kosan;Kosan
b_sosoka;Sosoka
b_kagutan;Kagutan
b_lyayanan;Lyayanan
b_tetare;Tetare
b_aravham;Aravham
talan;Talan
b_nilen;Nilen
b_qatilen;Qatilen
b_larnyoka;Larn-Yoka
b_raipoka;Raipoka
b_ransozn;Ran-Sozn
b_anutidoka;Anutidoka
b_kalilen;Kalilen
b_tavlen;Tavlen
alecogul;Alecogul
b_rahian;Rahian
b_legueloka;Legueloka
b_qyayapti;Qyayapti
b_navan;Navan
b_duenbagn;Duen-Bagn
b_losan;Losan
b_buropti;Buropti
b_lecacik;Lecacik
bavma;Bavma
b_asuroka;Asuroka
b_atarerargu;Ata-Re Rargu
b_kahna;Kahn A
b_qalacik;Qalacik
b_emagare;Emagare
b_setare;Setare
b_taraham;Taraham
b_egul;Egul
wurutan;Wurutan
b_ebozamma;Ebozamma
b_natacik;Natacik
b_qurilen;Qurilen
b_baropti;Baropti
b_laipan;Laipan
b_topti;Topti
b_sagilen;Sagilen
b_wosilen;Wosilen
wuracik;Wuracik
b_arozamma;Arozamma
b_sarare;Sarare
b_sahiatan;Sahiatan
b_rozacik;Rozacik
b_dozan;Dozan
b_elecoka;Elecoka
b_asurimii;Asurimii
b_necinan;Necinan
kavham;Kavham
b_raban;Raban
b_letacik;Letacik
b_sinan;Sinan
b_losogul;Losogul
b_nyayaan;Nyayaan
b_wagogul;Wagogul
b_lahiapti;Lahiapti
b_rauroka;Rauroka
letopti;Letopti
b_tecinan;Tecinan
b_tyayalen;Tyayalen
b_kauryan;Kauryan
b_savyan;Savyan
b_rozilen;Rozilen
b_ragilen;Ragilen
b_detimii;Detimii
b_ebaroka;Ebaroka
ratoka;Ratoka
b_ravlen;Ravlen
b_rozan;Rozan
b_sayinan;Sayinan
b_atarare;Atarare
b_ehiapti;Ehiapti
b_asatoka;Asatoka
b_wadeva;Wadeva
b_sagoka;Sagoka
taban;Taban
b_detan;Detan
b_esatyan;Esatyan
b_dalyan;Dalyan
b_navcik;Navcik
b_watutan;Watutan
b_tarare;Tarare
b_saipan;Saipan
b_ravan;Ravan
larinan;Larinan
b_qavoka;Qavoka
b_barilen;Barilen
b_kozutan;Kozutan
b_labogul;Labogul
b_kagimii;Kagimii
b_ruryan;Ruryan
b_kecacik;Kecacik
b_kaurare;Kaurare
kozare;Kozare
b_nagyan;Nagyan
b_wozilen;Wozilen
b_aketamma;Aketamma
b_raunlozn;Raun-Lozn
b_awosimii;Awosimii
b_rurimii;Rurimii
b_nabutan;Nabutan
b_kewnis;Kewnis
baran;Baran
b_wilen;Wilen
b_kataham;Kataham
b_kajaipoka;Kajaipoka
b_luryan;Luryan
b_lavlen;Lavlen
b_wosaham;Wosaham
b_turinan;Turinan
b_ralimii;Ralimii
tueloka;Tueloka
b_ruelare;Ruelare
b_rabilen;Rabilen
b_abozimii;Abozimii
b_netopti;Netopti
b_kayinan;Kayinan
b_raraham;Raraham
b_sosyan;Sosyan
b_natopti;Natopti
b_daryan;Daryan
b_retutan;Retutan
b_recutan;Recutan
b_abhavpi;Abhavpi
b_abarilen;Abarilen
b_retinan;Retinan
b_ravpi;Ravpi
b_quelan;Quelan
elecilen;Elecilen
b_tosinan;Tosinan
b_sagyan;Sagyan
b_dahianan;Dahianan
b_decacik;Decacik
b_atidare;Atidare
b_tozinan;Tozinan
b_decan;Decan
bosan;Bosan
b_qurimii;Qurimii
b_warogul;Warogul
b_tozoka;Tozoka
b_kayimii;Kayimii
b_burutan;Burutan
b_layimii;Layimii
b_dayipti;Dayipti
b_sagopti;Sagopti
b_qutinnabn;Qutin-Nabn
b_qutidan;Qutidan
b_bebarutan;Bebarutan
b_ketopti;Ketopti
b_kalimii;Kalimii
b_qozoka;Qozoka
b_toka;Toka
b_betatahn;Be-Ta Tahn
ebhavyan;Ebhavyan
b_sahian;Sahian
b_bayipti;Bayipti
b_taloka;Taloka
b_sopti;Sopti
b_ruropti;Ruropti
b_dacik;Dacik
b_tyayanan;Tyayanan
b_byayagul;Byayagul
recilen;Recilen
b_asaloka;Asaloka
b_ketilen;Ketilen
b_resalilen;Resalilen
b_recyan;Recyan
b_saban;Saban
b_esalilen;Esalilen
b_erosacik;Erosacik
b_ranaqya;Ra-Na Qya
raroka;Raroka
b_tecogul;Tecogul
b_lalamma;Lalamma
b_wyaadkabe;Wya-Adka Be
b_wayitan;Wayitan
b_qyayanan;Qyayanan
b_satacik;Satacik
b_ruelyan;Ruelyan
b_sactewnis;Sactewnis
b_rabinan;Rabinan
b_rahianan;Rahianan
b_sozinan;Sozinan
b_qutidyan;Qutidyan
b_raginan;Raginan
b_etidan;Etidan
b_sayipti;Sayipti
b_kavgul;Kavgul
rahiaham;Rahiaham
b_qaipan;Qaipan
b_qaipare;Qaipare
b_nahiaham;Nahiaham
b_ralyan;Ralyan
b_quracik;Quracik
b_qogul;Qogul
b_nalutan;Nalutan
b_walopti;Walopti
taipare;Taipare
b_bagamma;Bagamma
b_taurare;Taurare
b_qavnan;Qavnan
b_kozilen;Kozilen
b_nyetyakye;Nye-Tya Kye
b_awuelyan;Awuelyan
b_nauran;Nauran
b_savlen;Savlen
b_recan;Recan
b_taran;Taran
b_qahnaye;Qahn-A Ye
b_enetogul;Enetogul
b_decamma;Decamma
b_taham;Taham
b_afabacik;Afabacik
b_davmii;Davmii
anetilen;Anetilen
b_ectadeva;Ectadeva
b_qecimii;Qecimii
b_ebozilen;Ebozilen
b_lyayalen;Lyayalen
b_kuropti;Kuropti
b_elecaham;Elecaham
b_recopti;Recopti
b_navnan;Navnan
qozilen;Qozilen
b_bavnan;Bavnan
b_kamma;Kamma
b_dosopti;Dosopti
b_tabogul;Tabogul
b_kabyan;Kabyan
b_kagoka;Kagoka
b_ropti;Ropti
b_waipan;Waipan
lagilen;Lagilen
b_noka;Noka
b_ekalimii;Ekalimii
b_kozan;Kozan
b_syayanan;Syayanan
b_nahiagul;Nahiagul
b_esuraham;Esuraham
b_dauran;Dauran
b_raropti;Raropti
qahiatan;Qahiatan
b_akalinan;Akalinan
b_sidmiiketya;Sidmii-Ke Tya
b_lahiamma;Lahiamma
b_lavare;Lavare
b_byayamii;Byayamii
b_ajaipare;Ajaipare
b_wosimii;Wosimii
b_lagoka;Lagoka
kozyan;Kozyan
b_eqalilen;Eqalilen
b_qabnae;Qabn-Ae
b_kayian;Kayian
b_elecamma;Elecamma
b_lozutan;Lozutan
b_ranqare;Ran-Qare
b_qavan;Qavan
b_tarutan;Tarutan
arabopti;Arabopti
b_tahiatan;Tahiatan
b_nauroka;Nauroka
b_bankae;Ban-Kae
b_sosimii;Sosimii
b_adayilen;Adayilen
b_tayigul;Tayigul
b_sahkaatin;Sahka-Atin
b_wahiamma;Wahiamma
tavyan;Tavyan
b_ketacik;Ketacik
b_waboka;Waboka
b_nalyan;Nalyan
b_retidoka;Retidoka
b_tetopti;Tetopti
b_wavlen;Wavlen
b_ryayapti;Ryayapti
b_tefabinan;Tefabinan
b_kabinan;Kabinan
b_nueloka;Nueloka
b_bozinan;Bozinan
b_bozopti;Bozopti
b_betopti;Betopti
b_kozamma;Kozamma
b_sayigul;Sayigul
b_qecilen;Qecilen
dabogul;Dabogul
b_wewnis;Wewnis
b_kanbarn;Kan-Barn
b_efabutan;Efabutan
b_necyan;Necyan
b_ketan;Ketan
b_lalutan;Lalutan
b_qetoka;Qetoka
b_bosoka;Bosoka
b_tecopti;Tecopti
b_bilen;Bilen
b_sarelahka;Sare-Lahka
b_nuroka;Nuroka
b_rayimma;Rayimma
b_kabarilen;Kabarilen
b_welecinan;Welecinan
b_tahiamii;Tahiamii
karosoka;Karosoka
b_qahiapti;Qahiapti
b_rosutan;Rosutan
b_lilen;Lilen
b_secoka;Secoka
b_decopti;Decopti
b_tabaracik;Tabaracik
b_syanajain;Syan-Ajain
b_raham;Raham
abyaretecn;Abyare-Tecn
b_labinan;Labinan
b_salogul;Salogul
b_kimii;Kimii
b_wavcik;Wavcik
b_retaham;Retaham
b_datan;Datan
b_tatoka;Tatoka
b_qaham;Qaham
tabacik;Tabacik
b_tosare;Tosare
b_decutan;Decutan
b_becutan;Becutan
b_kabamma;Kabamma
b_nyesaghamta;Nye-Sagham Ta
b_tedayian;Tedayian
b_tahnen;Tahn-En
b_kalinan;Kalinan
abhavmii;Abhavmii
b_lerekahn;Lere-Kahn
b_tetogul;Tetogul
b_satutan;Satutan
b_qefabogul;Qefabogul
b_sosopti;Sosopti
b_ahiamma;Ahiamma
b_tyayaham;Tyayaham
b_sagacik;Sagacik
wabopti;Wabopti
b_watacik;Watacik
b_qecoka;Qecoka
b_wyokalahka;Wyoka-Lahka
b_rarnen;Rarn-En
b_nalogul;Nalogul
b_tutidoka;Tutidoka
b_ruramma;Ruramma
b_tahian;Tahian
radeva;Radeva
b_wauroka;Wauroka
b_arosilen;Arosilen
b_luramma;Luramma
b_enauroka;Enauroka
b_wosamma;Wosamma
b_tavma;Tavma
b_rokanaun;Roka-Naun
b_balecoka;Balecoka
b_wataham;Wataham
b_ketaham;Ketaham
b_rozare;Rozare
b_tauran;Tauran
b_letoka;Letoka
b_wyayacik;Wyayacik
b_layilen;Layilen
b_bavtan;Bavtan
rabaham;Rabaham
b_qaurare;Qaurare
b_takyadya;Ta-Kya Dya
b_qyayalen;Qyayalen
b_retopti;Retopti
b_ryannaun;Ryan-Naun
b_taropti;Taropti
b_nuracik;Nuracik
b_lurare;Lurare
kagogul;Kagogul
b_becamma;Becamma
b_kabilen;Kabilen
b_darinan;Darinan
b_ravoka;Ravoka
b_tyayamii;Tyayamii
b_rurutan;Rurutan
b_tetilen;Tetilen
b_efabaham;Efabaham
b_nalaham;Nalaham
b_wagilen;Wagilen
b_kurilen;Kurilen
b_qyayaham;Qyayaham
b_karilen;Karilen
b_afabare;Afabare
b_taracik;Taracik
b_ragoka;Ragoka
nozoka;Nozoka
remagoka;Remagoka
tyan;Tyan
daln;Daln
san;San
nan;Nan
wan;Wan
asurn;Asurn
lutt;Lutt
doz;Doz
qutt;Qutt
dur;Dur
tutt;Tutt
waht;Waht
kur;Kur
syl;Syl
ryl;Ryl
rant;Rant
wac;Wac
dus;Dus
adrar;Adrar
nank;Nank
kicipac;Kicipac
taztilojtaedpolk;Tazti-Lojta Edpolk
laec;Laec
kolouwe;Kolouwe
